year,standard_week,pest_count,collection_type,temp_max,temp_min,rh_morning,rh_evening,rainfall,wind_speed,sunshine_hours,evaporation,pest_name,location,crop,Pest/Disease,temp_mean,diurnal_temp_range,gdd,rh_mean,rh_differential,high_humidity_persistence,vpd_kpa,week_sin,week_cos,temp_mean_lag1,temp_mean_lag2,rh_mean_lag1,rh_mean_lag2,rainfall_lag1,rainfall_lag2,gdd_lag1,gdd_lag2,pest_count_lag1,pest_count_lag2,outbreak_current,risk_category,outbreak_next_week
2003,1,0.0,Number/hill,27.9,14.8,94.7,51.3,0.0,3.1,8.7,2.7,Brown Planthopper,Cuttack,Rice,Unknown,21.35,13.1,9.35,73.0,43.4,0,0.686,0.1205,0.9927,21.35,21.35,73.0,73.0,0.0,0.0,9.35,9.35,0.0,0.0,0,0,0
2003,2,0.0,Number/hill,27.2,15.0,93.9,53.1,0.0,2.1,8.7,2.4,Brown Planthopper,Cuttack,Rice,Unknown,21.1,12.2,9.1,73.5,40.8,0,0.663,0.2393,0.9709,21.35,21.1,73.0,73.5,0.0,0.0,9.35,9.1,0.0,0.0,0,0,0
2003,3,0.0,Number/hill,28.7,18.3,94.1,56.7,0.6,4.8,6.7,2.8,Brown Planthopper,Cuttack,Rice,Unknown,23.5,10.4,11.5,75.4,37.4,0,0.712,0.3546,0.935,21.1,21.35,73.5,73.0,0.0,0.0,9.1,9.35,0.0,0.0,0,0,0
2003,4,0.0,Number/hill,25.3,16.4,90.9,57.4,0.3,6.5,5.3,3.0,Brown Planthopper,Cuttack,Rice,Unknown,20.85,8.9,8.85,74.15,33.5,0,0.637,0.4647,0.8855,23.5,21.1,75.4,73.5,0.6,0.0,11.5,9.1,0.0,0.0,0,0,0
2003,5,0.0,Number/hill,28.8,18.7,95.7,55.0,0.0,5.2,6.3,2.8,Brown Planthopper,Cuttack,Rice,Unknown,23.75,10.1,11.75,75.35,40.7,0,0.725,0.5681,0.823,20.85,23.5,74.15,75.4,0.3,0.6,8.85,11.5,0.0,0.0,0,0,0
2003,6,0.0,Number/hill,27.1,17.2,94.9,53.3,4.4,3.5,6.9,2.9,Brown Planthopper,Cuttack,Rice,Unknown,22.15,9.9,10.15,74.1,41.6,0,0.691,0.6631,0.7485,23.75,20.85,75.35,74.15,0.0,0.3,11.75,8.85,0.0,0.0,0,0,0
2003,7,0.0,Number/hill,30.7,16.0,93.9,33.0,0.0,2.6,10.2,4.0,Brown Planthopper,Cuttack,Rice,Unknown,23.35,14.7,11.35,63.45,60.9,0,1.049,0.7485,0.6631,22.15,23.75,74.1,75.35,4.4,0.0,10.15,11.75,0.0,0.0,0,0,0
2003,8,0.0,Number/hill,30.4,21.4,95.3,56.9,15.4,5.1,6.4,3.4,Brown Planthopper,Cuttack,Rice,Unknown,25.9,9.0,13.9,76.1,38.4,0,0.799,0.823,0.5681,23.35,22.15,63.45,74.1,0.0,4.4,11.35,10.15,0.0,0.0,0,0,0
2003,9,0.0,Number/hill,31.1,22.3,92.6,56.7,17.5,6.0,6.5,4.2,Brown Planthopper,Cuttack,Rice,Unknown,26.7,8.8,14.7,74.65,35.9,0,0.888,0.8855,0.4647,25.9,23.35,76.1,63.45,15.4,0.0,13.9,11.35,0.0,0.0,0,0,0
2003,10,0.0,Number/hill,31.1,21.5,95.3,54.7,0.0,3.5,7.5,4.2,Brown Planthopper,Cuttack,Rice,Unknown,26.3,9.6,14.3,75.0,40.6,0,0.855,0.935,0.3546,26.7,25.9,74.65,76.1,17.5,15.4,14.7,13.9,0.0,0.0,0,0,0
2003,11,0.0,Number/hill,31.7,22.8,93.4,58.1,41.1,4.7,7.0,3.9,Brown Planthopper,Cuttack,Rice,Unknown,27.25,8.9,15.25,75.75,35.3,0,0.877,0.9709,0.2393,26.3,26.7,75.0,74.65,0.0,17.5,14.3,14.7,0.0,0.0,0,0,0
2003,12,0.0,Number/hill,34.0,23.8,92.6,45.1,0.0,6.1,9.1,5.1,Brown Planthopper,Cuttack,Rice,Unknown,28.9,10.2,16.9,68.85,47.5,0,1.241,0.9927,0.1205,27.25,26.3,75.75,75.0,41.1,0.0,15.25,14.3,0.0,0.0,0,0,0
2003,13,0.0,Number/hill,32.1,23.1,92.3,47.4,1.6,6.2,8.5,4.9,Brown Planthopper,Cuttack,Rice,Unknown,27.6,9.0,15.6,69.85,44.9,0,1.113,1.0,-0.0,28.9,27.25,68.85,75.75,0.0,41.1,16.9,15.25,0.0,0.0,0,0,0
2003,14,0.0,Number/hill,32.9,22.5,90.7,55.9,18.5,5.5,9.2,4.9,Brown Planthopper,Cuttack,Rice,Unknown,27.7,10.4,15.7,73.3,34.8,0,0.992,0.9927,-0.1205,27.6,28.9,69.85,68.85,1.6,0.0,15.6,16.9,0.0,0.0,0,0,0
2003,15,0.0,Number/hill,35.1,25.4,92.4,54.6,0.0,7.6,9.1,5.9,Brown Planthopper,Cuttack,Rice,Unknown,30.25,9.7,18.25,73.5,37.8,0,1.141,0.9709,-0.2393,27.7,27.6,73.3,69.85,18.5,1.6,15.7,15.6,0.0,0.0,0,0,0
2003,16,0.0,Number/hill,35.8,25.9,91.4,50.9,0.0,7.9,9.3,6.2,Brown Planthopper,Cuttack,Rice,Unknown,30.85,9.9,18.85,71.15,40.5,0,1.285,0.935,-0.3546,30.25,27.7,73.5,73.3,0.0,18.5,18.25,15.7,0.0,0.0,0,0,0
2003,17,0.0,Number/hill,36.4,24.7,90.9,48.7,9.8,10.6,8.2,6.2,Brown Planthopper,Cuttack,Rice,Unknown,30.55,11.7,18.55,69.8,42.2,0,1.322,0.8855,-0.4647,30.85,30.25,71.15,73.5,0.0,0.0,18.85,18.25,0.0,0.0,0,0,0
2003,18,0.0,Number/hill,35.0,25.7,91.3,59.6,11.4,7.2,9.2,5.1,Brown Planthopper,Cuttack,Rice,Unknown,30.35,9.3,18.35,75.45,31.7,0,1.063,0.823,-0.5681,30.55,30.85,69.8,71.15,9.8,0.0,18.55,18.85,0.0,0.0,0,0,0
2003,19,0.0,Number/hill,34.5,25.3,88.3,62.3,28.0,7.5,8.0,4.9,Brown Planthopper,Cuttack,Rice,Unknown,29.9,9.2,17.9,75.3,26.0,1,1.042,0.7485,-0.6631,30.35,30.55,75.45,69.8,11.4,9.8,18.35,18.55,0.0,0.0,0,0,0
2003,20,0.0,Number/hill,35.4,26.2,86.9,49.3,0.0,6.3,11.1,6.5,Brown Planthopper,Cuttack,Rice,Unknown,30.8,9.2,18.8,68.1,37.6,0,1.417,0.6631,-0.7485,29.9,30.35,75.3,75.45,28.0,11.4,17.9,18.35,0.0,0.0,0,0,0
2003,21,0.0,Number/hill,37.6,28.8,88.7,54.4,5.6,9.6,9.7,7.3,Brown Planthopper,Cuttack,Rice,Unknown,33.2,8.8,21.2,71.55,34.3,0,1.447,0.5681,-0.823,30.8,29.9,68.1,75.3,0.0,28.0,18.8,17.9,0.0,0.0,0,0,0
2003,22,0.0,Number/hill,41.1,29.7,86.7,39.4,0.0,8.7,8.9,7.5,Brown Planthopper,Cuttack,Rice,Unknown,35.4,11.4,23.4,63.05,47.3,0,2.124,0.4647,-0.8855,33.2,30.8,71.55,68.1,5.6,0.0,21.2,18.8,0.0,0.0,0,0,0
2003,23,0.0,Number/hill,38.8,28.2,85.4,48.1,0.0,10.0,8.3,7.6,Brown Planthopper,Cuttack,Rice,Unknown,33.5,10.6,21.5,66.75,37.3,0,1.72,0.3546,-0.935,35.4,33.2,63.05,71.55,0.0,5.6,23.4,21.2,0.0,0.0,0,0,0
2003,24,0.0,Number/hill,35.5,26.8,86.1,70.0,38.9,8.3,3.2,5.5,Brown Planthopper,Cuttack,Rice,Unknown,31.15,8.7,19.15,78.05,16.1,1,0.995,0.2393,-0.9709,33.5,35.4,66.75,63.05,0.0,0.0,21.5,23.4,0.0,0.0,0,0,0
2003,25,0.0,Number/hill,35.1,27.1,90.3,65.9,75.4,6.3,4.7,3.6,Brown Planthopper,Cuttack,Rice,Unknown,31.1,8.0,19.1,78.1,24.4,1,0.989,0.1205,-0.9927,31.15,33.5,78.05,66.75,38.9,0.0,19.15,21.5,0.0,0.0,0,0,0
2003,26,0.0,Number/hill,30.7,26.2,93.4,80.1,14.8,3.0,0.9,2.1,Brown Planthopper,Cuttack,Rice,Unknown,28.45,4.5,16.45,86.75,13.3,1,0.514,-0.0,-1.0,31.1,31.15,78.1,78.05,75.4,38.9,19.1,19.15,0.0,0.0,0,0,0
2003,27,0.0,Number/hill,31.0,26.1,93.9,83.4,115.8,5.5,1.9,2.2,Brown Planthopper,Cuttack,Rice,Unknown,28.55,4.9,16.55,88.65,10.5,1,0.443,-0.1205,-0.9927,28.45,31.1,86.75,78.1,14.8,75.4,16.45,19.1,0.0,0.0,0,0,0
2003,28,0.0,Number/hill,30.7,24.9,96.3,82.3,115.2,5.2,0.9,1.7,Brown Planthopper,Cuttack,Rice,Unknown,27.8,5.8,15.8,89.3,14.0,1,0.4,-0.2393,-0.9709,28.55,28.45,88.65,86.75,115.8,14.8,16.55,16.45,0.0,0.0,0,0,0
2003,29,0.0,Number/hill,33.0,26.1,93.1,69.3,38.6,5.9,5.1,4.1,Brown Planthopper,Cuttack,Rice,Unknown,29.55,6.9,17.55,81.2,23.8,1,0.777,-0.3546,-0.935,27.8,28.55,89.3,88.65,115.2,115.8,15.8,16.55,0.0,0.0,0,0,0
2003,30,0.0,Number/hill,34.8,26.1,92.0,69.1,99.9,4.9,8.7,4.0,Brown Planthopper,Cuttack,Rice,Unknown,30.45,8.7,18.45,80.55,22.9,1,0.847,-0.4647,-0.8855,29.55,27.8,81.2,89.3,38.6,115.2,17.55,15.8,0.0,0.0,0,0,0
2003,31,0.0,Number/hill,31.7,26.8,93.9,75.6,81.3,7.2,5.9,4.4,Brown Planthopper,Cuttack,Rice,Unknown,29.25,4.9,17.25,84.75,18.3,1,0.62,-0.5681,-0.823,30.45,29.55,80.55,81.2,99.9,38.6,18.45,17.55,0.0,0.0,0,0,0
2003,32,0.0,Number/hill,31.9,26.3,94.7,76.1,49.6,3.4,2.5,3.1,Brown Planthopper,Cuttack,Rice,Unknown,29.1,5.6,17.1,85.4,18.6,1,0.588,-0.6631,-0.7485,29.25,30.45,84.75,80.55,81.3,99.9,17.25,18.45,0.0,0.0,0,0,0
2003,33,0.0,Number/hill,31.4,25.8,95.0,82.4,63.8,5.4,2.1,2.3,Brown Planthopper,Cuttack,Rice,Unknown,28.6,5.6,16.6,88.7,12.6,1,0.442,-0.7485,-0.6631,29.1,29.25,85.4,84.75,49.6,81.3,17.1,17.25,0.0,0.0,0,0,0
2003,34,0.0,Number/hill,31.6,26.2,92.1,79.7,54.1,3.6,6.4,3.6,Brown Planthopper,Cuttack,Rice,Unknown,28.9,5.4,16.9,85.9,12.4,1,0.562,-0.823,-0.5681,28.6,29.1,88.7,85.4,63.8,49.6,16.6,17.1,0.0,0.0,0,0,0
2003,35,0.0,Number/hill,31.6,25.6,96.3,75.9,63.0,4.1,3.0,3.0,Brown Planthopper,Cuttack,Rice,Unknown,28.6,6.0,16.6,86.1,20.4,1,0.544,-0.8855,-0.4647,28.9,28.6,85.9,88.7,54.1,63.8,16.9,16.6,0.0,0.0,0,0,0
2003,36,0.0,Number/hill,31.5,25.9,92.4,79.7,99.6,3.4,4.4,2.3,Brown Planthopper,Cuttack,Rice,Unknown,28.7,5.6,16.7,86.05,12.7,1,0.549,-0.935,-0.3546,28.6,28.9,86.1,85.9,63.0,54.1,16.6,16.9,0.0,0.0,0,0,0
2003,37,2.9,Number/hill,28.9,25.2,95.7,86.6,101.7,4.6,1.0,1.9,Brown Planthopper,Cuttack,Rice,Unknown,27.05,3.7,15.05,91.15,9.1,1,0.316,-0.9709,-0.2393,28.7,28.6,86.05,86.1,99.6,63.0,16.7,16.6,0.0,0.0,0,1,1
2003,38,9.7,Number/hill,31.7,25.8,91.4,77.3,50.2,3.9,6.8,3.8,Brown Planthopper,Cuttack,Rice,Unknown,28.75,5.9,16.75,84.35,14.1,1,0.618,-0.9927,-0.1205,27.05,28.7,91.15,86.05,101.7,99.6,15.05,16.7,2.9,0.0,1,3,1
2003,39,19.4,Number/hill,32.9,26.5,91.1,74.0,19.2,3.0,7.5,4.0,Brown Planthopper,Cuttack,Rice,Unknown,29.7,6.4,17.7,82.55,17.1,1,0.728,-1.0,-0.0,28.75,27.05,84.35,91.15,50.2,101.7,16.75,15.05,9.7,2.9,1,3,1
2003,40,9.0,Number/hill,32.3,25.7,88.3,72.9,9.8,2.4,6.7,3.7,Brown Planthopper,Cuttack,Rice,Unknown,29.0,6.6,17.0,80.6,15.4,1,0.777,-0.9927,0.1205,29.7,28.75,82.55,84.35,19.2,50.2,17.7,16.75,19.4,9.7,1,3,1
2003,41,6.0,Number/hill,32.7,25.9,90.0,71.6,2.7,2.1,7.7,3.8,Brown Planthopper,Cuttack,Rice,Unknown,29.3,6.8,17.3,80.8,18.4,1,0.782,-0.9709,0.2393,29.0,29.7,80.6,82.55,9.8,19.2,17.0,17.7,9.0,19.4,1,3,1
2003,42,5.3,Number/hill,28.9,24.9,96.1,89.4,121.4,4.6,3.0,1.8,Brown Planthopper,Cuttack,Rice,Unknown,26.9,4.0,14.9,92.75,6.7,1,0.257,-0.935,0.3546,29.3,29.0,80.8,80.6,2.7,9.8,17.3,17.0,6.0,9.0,1,3,0
2003,43,4.4,Number/hill,31.4,24.9,94.7,68.3,45.4,2.3,6.7,3.0,Brown Planthopper,Cuttack,Rice,Unknown,28.15,6.5,16.15,81.5,26.4,1,0.705,-0.8855,0.4647,26.9,29.3,92.75,80.8,121.4,2.7,14.9,17.3,5.3,6.0,0,2,0
2003,44,1.3,Number/hill,29.1,23.1,94.7,75.4,39.8,4.8,4.9,2.7,Brown Planthopper,Cuttack,Rice,Unknown,26.1,6.0,14.1,85.05,19.3,1,0.505,-0.823,0.5681,28.15,26.9,81.5,92.75,45.4,121.4,16.15,14.9,4.4,5.3,0,0,0
2003,45,0.0,Number/hill,30.5,22.7,92.3,67.1,0.0,2.5,8.3,3.3,Brown Planthopper,Cuttack,Rice,Unknown,26.6,7.8,14.6,79.7,25.2,1,0.707,-0.7485,0.6631,26.1,28.15,85.05,81.5,39.8,45.4,14.1,16.15,1.3,4.4,0,0,0
2003,46,0.0,Number/hill,29.3,21.8,93.3,68.7,61.8,6.1,6.6,2.8,Brown Planthopper,Cuttack,Rice,Unknown,25.55,7.5,13.55,81.0,24.6,1,0.622,-0.6631,0.7485,26.6,26.1,79.7,85.05,0.0,39.8,14.6,14.1,0.0,1.3,0,0,0
2003,47,0.0,Number/hill,29.8,22.4,94.6,61.6,0.0,3.9,5.7,2.8,Brown Planthopper,Cuttack,Rice,Unknown,26.1,7.4,14.1,78.1,33.0,1,0.74,-0.5681,0.823,25.55,26.6,81.0,79.7,61.8,0.0,13.55,14.6,0.0,0.0,0,0,0
2003,48,0.0,Number/hill,29.1,16.4,90.4,45.1,0.0,2.0,9.4,2.7,Brown Planthopper,Cuttack,Rice,Unknown,22.75,12.7,10.75,67.75,45.3,0,0.892,-0.4647,0.8855,26.1,25.55,78.1,81.0,0.0,61.8,14.1,13.55,0.0,0.0,0,0,0
2003,49,0.0,Number/hill,29.0,14.4,92.6,40.4,0.0,1.5,9.6,3.0,Brown Planthopper,Cuttack,Rice,Unknown,21.7,14.6,9.7,66.5,52.2,0,0.87,-0.3546,0.935,22.75,26.1,67.75,78.1,0.0,0.0,10.75,14.1,0.0,0.0,0,0,0
2003,50,0.0,Number/hill,27.7,15.5,93.1,44.7,0.0,2.1,8.0,2.9,Brown Planthopper,Cuttack,Rice,Unknown,21.6,12.2,9.6,68.9,48.4,0,0.802,-0.2393,0.9709,21.7,22.75,66.5,67.75,0.0,0.0,9.7,10.75,0.0,0.0,0,0,0
2003,51,0.0,Number/hill,27.3,13.6,91.9,40.6,0.0,2.2,9.2,2.9,Brown Planthopper,Cuttack,Rice,Unknown,20.45,13.7,8.45,66.25,51.3,0,0.811,-0.1205,0.9927,21.6,21.7,68.9,66.5,0.0,0.0,9.6,9.7,0.0,0.0,0,0,0
2003,52,0.0,Number/hill,26.8,12.9,93.6,37.9,0.0,1.6,8.7,2.9,Brown Planthopper,Cuttack,Rice,Unknown,19.85,13.9,7.85,65.75,55.7,0,0.793,0.0,1.0,20.45,21.6,66.25,68.9,0.0,0.0,8.45,9.6,0.0,0.0,0,0,0
1959,1,1.0,Number/Light trap,26.8,12.2,83.6,44.0,0.0,2.7,10.0,3.0,Gall Midge,Cuttack,Rice,Unknown,19.5,14.6,7.5,63.8,39.6,0,0.821,0.1205,0.9927,19.5,19.5,63.8,63.8,0.0,0.0,7.5,7.5,1.0,1.0,1,3,0
1959,2,0.0,Number/Light trap,29.9,15.4,91.7,46.0,0.0,2.7,9.8,3.5,Gall Midge,Cuttack,Rice,Unknown,22.65,14.5,10.65,68.85,45.7,0,0.857,0.2393,0.9709,19.5,22.65,63.8,68.85,0.0,0.0,7.5,10.65,1.0,0.0,0,0,0
1959,3,0.0,Number/Light trap,29.4,18.2,93.6,45.0,16.8,3.1,8.9,2.8,Gall Midge,Cuttack,Rice,Unknown,23.8,11.2,11.8,69.3,48.6,0,0.905,0.3546,0.935,22.65,19.5,68.85,63.8,0.0,0.0,10.65,7.5,0.0,1.0,0,0,0
1959,4,0.0,Number/Light trap,26.1,15.4,85.7,44.0,6.9,3.1,8.5,2.6,Gall Midge,Cuttack,Rice,Unknown,20.75,10.7,8.75,64.85,41.7,0,0.861,0.4647,0.8855,23.8,22.65,69.3,68.85,16.8,0.0,11.8,10.65,0.0,0.0,0,0,0
1959,5,0.0,Number/Light trap,27.2,16.4,83.1,44.0,0.0,3.5,9.3,3.7,Gall Midge,Cuttack,Rice,Unknown,21.8,10.8,9.8,63.55,39.1,0,0.952,0.5681,0.823,20.75,23.8,64.85,69.3,6.9,16.8,8.75,11.8,0.0,0.0,0,0,1
1959,6,1.0,Number/Light trap,28.9,17.8,83.1,46.0,0.5,4.2,8.7,3.1,Gall Midge,Cuttack,Rice,Unknown,23.35,11.1,11.35,64.55,37.1,0,1.017,0.6631,0.7485,21.8,20.75,63.55,64.85,0.0,6.9,9.8,8.75,0.0,0.0,1,3,0
1959,7,0.0,Number/Light trap,31.6,19.4,84.7,45.0,13.4,3.7,10.2,4.3,Gall Midge,Cuttack,Rice,Unknown,25.5,12.2,13.5,64.85,39.7,0,1.147,0.7485,0.6631,23.35,21.8,64.55,63.55,0.5,0.0,11.35,9.8,1.0,0.0,0,0,1
1959,8,1.0,Number/Light trap,32.6,20.2,79.6,42.0,0.0,4.0,10.3,5.8,Gall Midge,Cuttack,Rice,Unknown,26.4,12.4,14.4,60.8,37.6,0,1.349,0.823,0.5681,25.5,23.35,64.85,64.55,13.4,0.5,13.5,11.35,0.0,1.0,1,3,0
1959,9,0.0,Number/Light trap,33.5,20.7,81.7,42.0,0.0,4.4,9.8,5.7,Gall Midge,Cuttack,Rice,Unknown,27.1,12.8,15.1,61.85,39.7,0,1.368,0.8855,0.4647,26.4,25.5,60.8,64.85,0.0,13.4,14.4,13.5,1.0,0.0,0,0,0
1959,10,0.0,Number/Light trap,34.0,18.7,82.1,43.0,1.5,4.8,9.1,6.4,Gall Midge,Cuttack,Rice,Unknown,26.35,15.3,14.35,62.55,39.1,0,1.285,0.935,0.3546,27.1,26.4,61.85,60.8,0.0,0.0,15.1,14.4,0.0,1.0,0,0,0
1959,11,0.0,Number/Light trap,35.3,20.7,92.7,41.0,0.0,5.0,8.6,6.6,Gall Midge,Cuttack,Rice,Unknown,28.0,14.6,16.0,66.85,51.7,0,1.253,0.9709,0.2393,26.35,27.1,62.55,61.85,1.5,0.0,14.35,15.1,0.0,0.0,0,0,0
1959,12,0.0,Number/Light trap,36.8,21.0,87.0,46.0,0.0,6.3,9.0,8.7,Gall Midge,Cuttack,Rice,Unknown,28.9,15.8,16.9,66.5,41.0,0,1.334,0.9927,0.1205,28.0,26.35,66.85,62.55,0.0,1.5,16.0,14.35,0.0,0.0,0,0,0
1959,13,0.0,Number/Light trap,35.3,25.0,85.4,47.0,0.0,7.0,8.3,7.5,Gall Midge,Cuttack,Rice,Unknown,30.15,10.3,18.15,66.2,38.4,0,1.446,1.0,-0.0,28.9,28.0,66.5,66.85,0.0,0.0,16.9,16.0,0.0,0.0,0,0,0
1959,14,0.0,Number/Light trap,35.0,24.0,87.3,46.0,29.0,7.7,7.0,5.8,Gall Midge,Cuttack,Rice,Unknown,29.5,11.0,17.5,66.65,41.3,0,1.375,0.9927,-0.1205,30.15,28.9,66.2,66.5,0.0,0.0,18.15,16.9,0.0,0.0,0,0,0
1959,15,0.0,Number/Light trap,36.7,25.2,85.1,48.0,0.0,8.9,7.9,7.0,Gall Midge,Cuttack,Rice,Unknown,30.95,11.5,18.95,66.55,37.1,0,1.498,0.9709,-0.2393,29.5,30.15,66.65,66.2,29.0,0.0,17.5,18.15,0.0,0.0,0,0,0
1959,16,0.0,Number/Light trap,35.9,24.5,86.1,49.0,19.6,9.0,7.6,6.4,Gall Midge,Cuttack,Rice,Unknown,30.2,11.4,18.2,67.55,37.1,0,1.393,0.935,-0.3546,30.95,29.5,66.55,66.65,0.0,29.0,18.95,17.5,0.0,0.0,0,0,0
1959,17,0.0,Number/Light trap,39.0,25.6,91.3,50.0,36.6,9.6,9.7,5.6,Gall Midge,Cuttack,Rice,Unknown,32.3,13.4,20.3,70.65,41.3,0,1.419,0.8855,-0.4647,30.2,30.95,67.55,66.55,19.6,0.0,18.2,18.95,0.0,0.0,0,0,0
1959,18,0.0,Number/Light trap,39.4,26.9,81.9,52.0,0.0,9.9,10.4,8.5,Gall Midge,Cuttack,Rice,Unknown,33.15,12.5,21.15,66.95,29.9,0,1.676,0.823,-0.5681,32.3,30.2,70.65,67.55,36.6,19.6,20.3,18.2,0.0,0.0,0,0,0
1959,19,0.0,Number/Light trap,37.9,27.1,82.4,53.0,0.0,9.6,9.7,8.9,Gall Midge,Cuttack,Rice,Unknown,32.5,10.8,20.5,67.7,29.4,0,1.58,0.7485,-0.6631,33.15,32.3,66.95,70.65,0.0,36.6,21.15,20.3,0.0,0.0,0,0,0
1959,20,0.0,Number/Light trap,41.0,28.1,80.3,51.0,3.1,8.7,9.8,11.4,Gall Midge,Cuttack,Rice,Unknown,34.55,12.9,22.55,65.65,29.3,0,1.884,0.6631,-0.7485,32.5,33.15,67.7,66.95,0.0,0.0,20.5,21.15,0.0,0.0,0,0,0
1959,21,0.0,Number/Light trap,38.6,28.3,78.4,52.0,8.4,9.1,8.4,9.9,Gall Midge,Cuttack,Rice,Unknown,33.45,10.3,21.45,65.2,26.4,0,1.795,0.5681,-0.823,34.55,32.5,65.65,67.7,3.1,0.0,22.55,20.5,0.0,0.0,0,0,0
1959,22,0.0,Number/Light trap,35.7,24.1,88.0,52.0,114.2,8.3,6.6,3.4,Gall Midge,Cuttack,Rice,Unknown,29.9,11.6,17.9,70.0,36.0,0,1.266,0.4647,-0.8855,33.45,34.55,65.2,65.65,8.4,3.1,21.45,22.55,0.0,0.0,0,0,0
1959,23,0.0,Number/Light trap,36.7,25.7,85.4,56.0,14.2,8.1,7.1,4.9,Gall Midge,Cuttack,Rice,Unknown,31.2,11.0,19.2,70.7,29.4,0,1.331,0.3546,-0.935,29.9,33.45,70.0,65.2,114.2,8.4,17.9,21.45,0.0,0.0,0,0,0
1959,24,0.0,Number/Light trap,32.9,25.4,88.4,61.0,50.5,7.5,2.9,3.0,Gall Midge,Cuttack,Rice,Unknown,29.15,7.5,17.15,74.7,27.4,1,1.022,0.2393,-0.9709,31.2,29.9,70.7,70.0,14.2,114.2,19.2,17.9,0.0,0.0,0,0,0
1959,25,0.0,Number/Light trap,34.9,26.7,85.7,66.0,6.6,6.4,8.4,5.2,Gall Midge,Cuttack,Rice,Unknown,30.8,8.2,18.8,75.85,19.7,1,1.073,0.1205,-0.9927,29.15,31.2,74.7,70.7,50.5,14.2,17.15,19.2,0.0,0.0,0,0,0
1959,26,0.0,Number/Light trap,34.9,26.4,80.3,72.0,26.4,6.6,7.5,7.1,Gall Midge,Cuttack,Rice,Unknown,30.65,8.5,18.65,76.15,8.3,0,1.05,-0.0,-1.0,30.8,29.15,75.85,74.7,6.6,50.5,18.8,17.15,0.0,0.0,0,0,0
1959,27,0.0,Number/Light trap,33.0,26.5,88.4,75.0,46.0,5.7,4.7,3.6,Gall Midge,Cuttack,Rice,Unknown,29.75,6.5,17.75,81.7,13.4,1,0.765,-0.1205,-0.9927,30.65,30.8,76.15,75.85,26.4,6.6,18.65,18.8,0.0,0.0,0,0,1
1959,28,3.0,Number/Light trap,31.8,25.2,85.6,76.0,42.0,5.6,4.4,2.2,Gall Midge,Cuttack,Rice,Unknown,28.5,6.6,16.5,80.8,9.6,1,0.747,-0.2393,-0.9709,29.75,30.65,81.7,76.15,46.0,26.4,17.75,18.65,0.0,0.0,1,3,1
1959,29,6.0,Number/Light trap,32.0,26.2,88.4,77.0,46.0,5.9,5.2,2.7,Gall Midge,Cuttack,Rice,Unknown,29.1,5.8,17.1,82.7,11.4,1,0.697,-0.3546,-0.935,28.5,29.75,80.8,81.7,42.0,46.0,16.5,17.75,3.0,0.0,1,3,1
1959,30,2.0,Number/Light trap,30.4,24.8,93.3,75.0,74.4,5.7,4.2,2.3,Gall Midge,Cuttack,Rice,Unknown,27.6,5.6,15.6,84.15,18.3,1,0.585,-0.4647,-0.8855,29.1,28.5,82.7,80.8,46.0,42.0,17.1,16.5,6.0,3.0,1,3,1
1959,31,1.0,Number/Light trap,29.8,24.8,89.9,78.0,52.5,5.8,0.8,1.8,Gall Midge,Cuttack,Rice,Unknown,27.3,5.0,15.3,83.95,11.9,1,0.582,-0.5681,-0.823,27.6,29.1,84.15,82.7,74.4,46.0,15.6,17.1,2.0,6.0,1,3,1
1959,32,12.0,Number/Light trap,32.1,25.6,89.1,78.0,58.1,5.7,4.1,2.2,Gall Midge,Cuttack,Rice,Unknown,28.85,6.5,16.85,83.55,11.1,1,0.653,-0.6631,-0.7485,27.3,27.6,83.95,84.15,52.5,74.4,15.3,15.6,1.0,2.0,1,3,1
1959,33,20.0,Number/Light trap,31.7,25.9,89.1,78.0,62.8,5.5,3.4,2.2,Gall Midge,Cuttack,Rice,Unknown,28.8,5.8,16.8,83.55,11.1,1,0.651,-0.7485,-0.6631,28.85,27.3,83.55,83.95,58.1,52.5,16.85,15.3,12.0,1.0,1,3,1
1959,34,27.0,Number/Light trap,29.9,25.4,91.0,77.0,107.7,5.2,3.9,1.5,Gall Midge,Cuttack,Rice,Unknown,27.65,4.5,15.65,84.0,14.0,1,0.593,-0.823,-0.5681,28.8,28.85,83.55,83.55,62.8,58.1,16.8,16.85,20.0,12.0,1,3,1
1959,35,27.0,Number/Light trap,30.7,25.6,93.1,77.0,48.8,4.9,4.1,1.4,Gall Midge,Cuttack,Rice,Unknown,28.15,5.1,16.15,85.05,16.1,1,0.57,-0.8855,-0.4647,27.65,28.8,84.0,83.55,107.7,62.8,15.65,16.8,27.0,20.0,1,3,1
1959,36,49.0,Number/Light trap,30.7,25.2,92.6,76.0,47.5,4.7,2.7,1.4,Gall Midge,Cuttack,Rice,Unknown,27.95,5.5,15.95,84.3,16.6,1,0.592,-0.935,-0.3546,28.15,27.65,85.05,84.0,48.8,107.7,16.15,15.65,27.0,27.0,1,3,1
1959,37,8.0,Number/Light trap,30.6,25.4,89.0,76.0,34.0,5.0,4.3,2.8,Gall Midge,Cuttack,Rice,Unknown,28.0,5.2,16.0,82.5,13.0,1,0.661,-0.9709,-0.2393,27.95,28.15,84.3,85.05,47.5,48.8,15.95,16.15,49.0,27.0,1,3,1
